"","Scientific_Name","Duration","Active_Growth_Period","Foliage_Color","pH_Min","pH_Max","Precip_Min","Precip_Max","Shade_Tolerance","Temp_Min_F"
"1588","Dioscorea villosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1589","Diospyros",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590","Diospyros virginiana","Perennial","Spring and Summer","Dark Green",4.7,7.5,30,80,"Tolerant",-21
"1591","Diplazium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592","Diplazium pycnocarpon","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1593","Diplotaxis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594","Diplotaxis siifolia","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1595","Diplotaxis tenuifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1596","Dipsacus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","Dipsacus fullonum","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"1598","Dipsacus laciniatus","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"1599","Dirca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600","Dirca palustris","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1601","Distichlis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602","Distichlis spicata","Perennial","Spring, Summer, Fall","Green",6.4,10,5,70,"Intolerant",-35
"1603","Dodecatheon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604","Dodecatheon meadia","Perennial","Spring","Green",4.5,7.5,30,55,"Tolerant",-38
"1605","Dodecatheon meadia ssp. meadia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1606","Doellingeria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","Doellingeria infirma","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1608","Doellingeria sericocarpoides","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1609","Doellingeria umbellata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1610","Doellingeria umbellata var. umbellata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1611","Draba",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612","Draba ramosissima","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1613","Draba verna","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1614","Dracocephalum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615","Dracocephalum parviflorum","Annual, Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1616","Drosera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","Drosera capillaris","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1618","Drosera filiformis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1619","Drosera intermedia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1620","Drosera rotundifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1621","Drosera rotundifolia var. rotundifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1622","Dryopteris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","Dryopteris ×australis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1624","Dryopteris ×boottii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1625","Dryopteris ×burgessii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1626","Dryopteris campyloptera","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1627","Dryopteris carthusiana","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1628","Dryopteris celsa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1629","Dryopteris cristata","Perennial","Spring and Summer","Dark Green",3.5,6.5,15,55,"Tolerant",-33
"1630","Dryopteris goldiana","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1631","Dryopteris intermedia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1632","Dryopteris ×leedsii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1633","Dryopteris marginalis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1634","Dryopteris ×neowherryi","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1635","Dryopteris ×separabilis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1636","Dryopteris ×slossoniae","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1637","Dryopteris ×triploidea","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1638","Dryopteris ×uliginosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1639","Duchesnea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","Duchesnea indica","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1641","Dulichium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","Dulichium arundinaceum","Perennial","Summer","Dark Green",4.7,7.5,16,60,"Intermediate",-38
"1643","Dulichium arundinaceum var. arundinaceum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1644","Dysphania",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","Dysphania ambrosioides","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1646","Dysphania anthelmintica","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1647","Dysphania botrys","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1648","Dysphania plantaginella","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1649","Dyssodia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","Dyssodia papposa","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1651","Echinacea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","Echinacea pallida","Perennial","Spring and Summer","Green",6.5,7.2,14,40,"Intolerant",-33
"1653","Echinacea purpurea","Perennial","Spring and Summer","Green",6.5,7.2,14,40,"Intolerant",-33
"1654","Echinochloa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","Echinochloa colona","Annual","Spring","Green",4,8.5,12,60,"Intolerant",37
"1656","Echinochloa crus-galli","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1657","Echinochloa crus-pavonis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1658","Echinochloa crus-pavonis var. macera","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1659","Echinochloa frumentacea","Annual","Spring","Green",4.7,7.4,18,60,"Intolerant",37
"1660","Echinochloa muricata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1661","Echinochloa muricata var. microstachya","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1662","Echinochloa muricata var. muricata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1663","Echinochloa walteri","Annual","Summer","Green",3.8,9.4,28,50,"Intolerant",32
"1664","Echinocystis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","Echinocystis lobata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1666","Echinodorus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","Echinodorus cordifolius","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1668","Echinops",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","Echinops sphaerocephalus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1670","Echium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","Echium italicum","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"1672","Echium vulgare","Annual, Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1673","Eclipta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","Eclipta prostrata","Annual, Perennial","Summer","Green",5.2,7.9,35,50,"Intermediate",32
"1675","Egeria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","Egeria densa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1677","Elaeagnus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","Elaeagnus angustifolia","Perennial","Spring and Summer","White-Gray",6,9.5,12,40,"Intolerant",-38
"1679","Elaeagnus commutata","Perennial","Spring and Summer","White-Gray",5,7.9,16,45,"Intolerant",-38
"1680","Elaeagnus multiflora","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1681","Elaeagnus umbellata","Perennial","Spring and Summer","White-Gray",5,7.5,28,45,"Intolerant",-23
"1682","Elaeagnus umbellata var. parvifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1683","Elatine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","Elatine americana","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1685","Elatine minima","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1686","Eleocharis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","Eleocharis acicularis","Annual, Perennial","Spring, Summer, Fall",NA,4.5,7,14,50,"Intolerant",-23
"1688","Eleocharis acicularis var. acicularis","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1689","Eleocharis albida","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1690","Eleocharis compressa","Perennial","Spring and Summer",NA,5.4,7,24,60,"Intolerant",-33
"1691","Eleocharis compressa var. compressa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1692","Eleocharis engelmannii","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1693","Eleocharis equisetoides","Perennial","Summer and Fall",NA,5,7,35,60,"Intolerant",-33
"1694","Eleocharis erythropoda","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1695","Eleocharis fallax","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1696","Eleocharis flavescens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1697","Eleocharis flavescens var. flavescens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1698","Eleocharis geniculata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1699","Eleocharis halophila","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1700","Eleocharis intermedia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1701","Eleocharis melanocarpa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1702","Eleocharis microcarpa","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1703","Eleocharis obtusa","Annual, Perennial","Spring","Dark Green",4.1,8.7,18,60,"Intolerant",37
"1704","Eleocharis olivacea","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1705","Eleocharis olivacea var. olivacea","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1706","Eleocharis ovata","Annual","Summer and Fall",NA,4.6,6.8,32,60,"Intolerant",47
"1707","Eleocharis palustris","Perennial","Spring","Dark Green",4,8,16,60,"Intolerant",-38
"1708","Eleocharis palustris var. palustris","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1709","Eleocharis parvula","Annual, Perennial","Summer and Fall",NA,6,8,18,60,"Intolerant",-38
"1710","Eleocharis quadrangulata","Perennial","Spring, Summer, Fall",NA,5.8,7.2,24,60,"Intolerant",-28
"1711","Eleocharis robbinsii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1712","Eleocharis rostellata","Perennial","Spring, Summer, Fall",NA,6,8,10,55,"Intolerant",-28
"1713","Eleocharis tenuis","Perennial","Spring","Dark Green",6.2,7,24,60,"Intolerant",-23
"1714","Eleocharis tenuis var. pseudoptera","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1715","Eleocharis tenuis var. tenuis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1716","Eleocharis tenuis var. verrucosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1717","Eleocharis tortilis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1718","Eleocharis tricostata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1719","Eleocharis tuberculosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1720","Elephantopus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","Elephantopus carolinianus","Perennial","Summer","Dark Green",5,7.2,32,55,"Intolerant",-13
"1722","Elephantopus nudatus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1723","Elephantopus tomentosus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1724","Eleusine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","Eleusine indica","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1726","Ellisia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","Ellisia nyctelea","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1728","Elodea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","Elodea canadensis","Perennial","Spring","Gray-Green",4.8,7.8,12,60,"Intolerant",-33
"1730","Elodea nuttallii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1731","Elymus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","Elymus canadensis","Perennial","Spring, Summer, Fall","Green",5,7.9,20,45,"Tolerant",-43
"1733","Elymus glabriflorus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1734","Elymus hystrix","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1735","Elymus hystrix var. bigeloviana","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1736","Elymus hystrix var. hystrix","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1737","Elymus macgregorii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1738","Elymus repens","Perennial","Spring and Summer","Green",5.2,7.8,24,65,"Intolerant",-43
"1739","Elymus riparius","Perennial","Spring and Summer","Dark Green",4.5,7.2,24,55,"Tolerant",-33
"1740","Elymus trachycaulus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1741","Elymus trachycaulus ssp. subsecundus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1742","Elymus trachycaulus ssp. trachycaulus","Perennial","Spring","Green",5.6,9,8,25,"Intolerant",-38
"1743","Elymus villosus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1744","Elymus virginicus","Perennial","Spring","Green",5,7,36,55,"Tolerant",-28
"1745","Elymus virginicus var. halophilus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1746","Elymus virginicus var. virginicus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1747","Enneapogon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","Enneapogon desvauxii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1749","Epifagus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","Epifagus virginiana","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1751","Epigaea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","Epigaea repens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1753","Epilobium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","Epilobium ciliatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1755","Epilobium ciliatum ssp. ciliatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1756","Epilobium coloratum","Perennial","Spring","Green",4.5,7.5,20,55,"Intermediate",-33
"1757","Epilobium hirsutum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1758","Epilobium leptophyllum","Perennial","Spring","Green",4,6.5,15,50,"Intermediate",-33
"1759","Epilobium strictum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1760","Epipactis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","Epipactis helleborine","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1762","Equisetum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","Equisetum arvense","Perennial","Spring","Green",4,7,20,100,"Intermediate",-43
"1764","Equisetum ×ferrissii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1765","Equisetum fluviatile","Perennial","Spring and Summer","Green",4.5,6,30,55,"Intolerant",-33
"1766","Equisetum hyemale","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1767","Equisetum hyemale var. affine","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1768","Equisetum ×litorale","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1769","Equisetum sylvaticum","Perennial","Spring","Green",4,6.5,20,100,"Tolerant",-43
"1770","Eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","Eragrostis barrelieri","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1772","Eragrostis capillaris","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1773","Eragrostis cilianensis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1774","Eragrostis curvula","Perennial","Summer","Green",4.5,8.5,15,40,"Intolerant",-8
"1775","Eragrostis cylindriflora","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1776","Eragrostis frankii","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1777","Eragrostis hirsuta","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1778","Eragrostis hypnoides","Annual","Spring","Green",4.5,8.5,16,60,"Intolerant",-38
"1779","Eragrostis mexicana","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1780","Eragrostis mexicana ssp. mexicana","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1781","Eragrostis mexicana ssp. virescens","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1782","Eragrostis minor","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1783","Eragrostis pectinacea","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1784","Eragrostis pectinacea var. pectinacea","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1785","Eragrostis pilosa","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1786","Eragrostis refracta","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1787","Eragrostis spectabilis","Perennial","Spring","Green",4,7.5,10,60,"Intolerant",-43
"1788","Eragrostis trichophora","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1789","Eragrostis unioloides","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1790","Erechtites",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","Erechtites hieraciifolia","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1792","Erechtites hieraciifolia var. hieraciifolia","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1793","Erigenia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","Erigenia bulbosa","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1795","Erigeron",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","Erigeron annuus","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1797","Erigeron philadelphicus","Biennial, Perennial","Spring and Summer","Green",4.8,7.8,18,55,"Intermediate",-28
"1798","Erigeron philadelphicus var. philadelphicus","Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1799","Erigeron pulchellus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1800","Erigeron pulchellus var. brauniae","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1801","Erigeron pulchellus var. pulchellus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1802","Erigeron strigosus","Annual, Biennial, Perennial","Spring and Summer","Green",4.8,7.2,12,55,"Intolerant",-28
"1803","Erigeron strigosus var. beyrichii","Annual, Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"1804","Eriocaulon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","Eriocaulon aquaticum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1806","Eriocaulon compressum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1807","Eriocaulon decangulare","Perennial","Spring","Dark Green",4,7.6,40,60,"Intolerant",-8
"1808","Eriocaulon decangulare var. decangulare","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1809","Eriocaulon parkeri","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1810","Eriochloa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","Eriochloa acuminata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1812","Eriochloa acuminata var. acuminata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1813","Eriochloa acuminata var. minor","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1814","Eriochloa punctata","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1815","Eriophorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816","Eriophorum gracile","Perennial","Summer","Green",4,6.5,24,55,"Intolerant",-43
"1817","Eriophorum gracile var. gracile","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1818","Eriophorum virginicum","Perennial","Summer","Green",3.8,6.5,35,50,"Intolerant",-33
"1819","Erodium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820","Erodium cicutarium","Annual, Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"1821","Erodium cicutarium ssp. cicutarium","Annual, Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"1822","Eruca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","Eruca vesicaria","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1824","Eruca vesicaria ssp. sativa","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1825","Erucastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826","Erucastrum gallicum","Annual, Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"1827","Eryngium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828","Eryngium aquaticum","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"1829","Eryngium aquaticum var. aquaticum","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"1830","Eryngium campestre","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1831","Eryngium yuccifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1832","Eryngium yuccifolium var. yuccifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1833","Erysimum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","Erysimum capitatum","Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1835","Erysimum capitatum var. capitatum","Biennial, Perennial","Spring and Summer","Green",6,8.5,12,30,"Intolerant",-28
"1836","Erysimum cheiranthoides","Annual, Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"1837","Erysimum inconspicuum","Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1838","Erysimum inconspicuum var. inconspicuum","Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1839","Erysimum repandum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1840","Erythronium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","Erythronium albidum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1842","Erythronium americanum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1843","Erythronium americanum ssp. americanum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1844","Erythronium umbilicatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1845","Erythronium umbilicatum ssp. umbilicatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1846","Eubotrys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847","Eubotrys racemosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1848","Euonymus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","Euonymus alatus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1850","Euonymus alatus var. alatus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1851","Euonymus americanus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1852","Euonymus atropurpureus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1853","Euonymus atropurpureus var. atropurpureus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1854","Euonymus fortunei","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1855","Euonymus fortunei var. radicans","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1856","Eupatorium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","Eupatorium album","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1858","Eupatorium album var. album","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1859","Eupatorium altissimum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1860","Eupatorium cannabinum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1861","Eupatorium capillifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1862","Eupatorium godfreyanum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1863","Eupatorium hyssopifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1864","Eupatorium hyssopifolium var. calcaratum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1865","Eupatorium hyssopifolium var. hyssopifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1866","Eupatorium hyssopifolium var. laciniatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1867","Eupatorium leucolepis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1868","Eupatorium leucolepis var. leucolepis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1869","Eupatorium perfoliatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1870","Eupatorium perfoliatum var. perfoliatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1871","Eupatorium pilosum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1872","Eupatorium rotundifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1873","Eupatorium rotundifolium var. ovatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1874","Eupatorium rotundifolium var. rotundifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1875","Eupatorium semiserratum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1876","Eupatorium serotinum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1877","Eupatorium sessilifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1878","Eupatorium sessilifolium var. brittonianum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1879","Eupatorium sessilifolium var. sessilifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1880","Eupatorium sessilifolium var. vaseyi","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1881","Euphorbia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882","Euphorbia commutata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1883","Euphorbia corollata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1884","Euphorbia cyathophora","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1885","Euphorbia cyparissias","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1886","Euphorbia dentata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1887","Euphorbia dentata var. dentata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1888","Euphorbia esula","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1889","Euphorbia esula var. esula","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1890","Euphorbia falcata","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1891","Euphorbia helioscopia","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"1892","Euphorbia herniarifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1893","Euphorbia ipecacuanhae","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"1894","Euphorbia lathyris","Annual",NA,NA,NA,NA,NA,NA,NA,NA
